"playerID","trialID","questionset","question","condition","correctanswer","stimuli.true","response_1","response_2","response_3","correct_1","correct_2","correct_3","gender","race","marital","eng.first.lang","eng.read","lang.home","zip","citizenship","years.in.us","enrolled","education","employed","income","hh.size","deg.minors","poli.party","poli.orient","religious","religion","edu.ordinal","income.ordinal","relig.ordinal","ideology_strength"
"JjnWjsXjLWSLucNcj",1,"stim1_f_num,stim6_f_num,stim13_t_num,stim18_t_num","stim18_terrorism_true.png","Probabilistic","100",FALSE,"1","1","1",FALSE,FALSE,FALSE,"Female","White, non-Hispanic or Latino","Divorced","Yes","Excellent","English",11363,"UNITED STATES",50,"No","Master's degree","Yes, full time","$75,001-$100,000","2","0","Republican","Conservative","Probably not","Eastern Orthodox",4,5,2,2
"ohrQ92n7QybyoATsc",23,"stim8_f_num,stim3_f_num,stim10_t_num,stim9_t_num","stim10_politics_true.png","Probabilistic","100",FALSE,"30","35","35",FALSE,FALSE,FALSE,"Male","Black or African American","Single, never married","Yes","Excellent","English",22311,"UNITED STATES",20,"Yes, part time","Some college","Yes, part time","$100,001 - $150,000","2","0","Independent","Liberal","Definitely not","Atheism",2,6,1,2
"ohrQ92n7QybyoATsc",23,"stim8_f_num,stim3_f_num,stim10_t_num,stim9_t_num","stim8_news_false.png","Probabilistic","0",TRUE,"15","15","15",TRUE,TRUE,TRUE,"Male","Black or African American","Single, never married","Yes","Excellent","English",22311,"UNITED STATES",20,"Yes, part time","Some college","Yes, part time","$100,001 - $150,000","2","0","Independent","Liberal","Definitely not","Atheism",2,6,1,2
"ohrQ92n7QybyoATsc",23,"stim8_f_num,stim3_f_num,stim10_t_num,stim9_t_num","stim9_politics_true.png","Probabilistic","100",FALSE,"20","25","25",FALSE,FALSE,FALSE,"Male","Black or African American","Single, never married","Yes","Excellent","English",22311,"UNITED STATES",20,"Yes, part time","Some college","Yes, part time","$100,001 - $150,000","2","0","Independent","Liberal","Definitely not","Atheism",2,6,1,2
"ZzZ8tBw4d45QAhrTe",29,"stim5_f_num,stim4_f_num,stim11_t_num,stim14_t_num","stim11_politics_true.png","Probabilistic","100",FALSE,"96","98","95",TRUE,TRUE,TRUE,"Male","White, non-Hispanic or Latino","Single, never married","Yes","Excellent","English",80130,"UNITED STATES",25,"Yes, part time","Some college","No","Less than $10,000","1","0","Democratic","Liberal","Probably yes","Protestantism",2,1,4,2
"ZzZ8tBw4d45QAhrTe",29,"stim5_f_num,stim4_f_num,stim11_t_num,stim14_t_num","stim14_health_true.png","Probabilistic","100",FALSE,"24","24","24",FALSE,FALSE,FALSE,"Male","White, non-Hispanic or Latino","Single, never married","Yes","Excellent","English",80130,"UNITED STATES",25,"Yes, part time","Some college","No","Less than $10,000","1","0","Democratic","Liberal","Probably yes","Protestantism",2,1,4,2
"ZzZ8tBw4d45QAhrTe",29,"stim5_f_num,stim4_f_num,stim11_t_num,stim14_t_num","stim5_vaccines_false.png","Probabilistic","0",TRUE,"88","87","87",FALSE,FALSE,FALSE,"Male","White, non-Hispanic or Latino","Single, never married","Yes","Excellent","English",80130,"UNITED STATES",25,"Yes, part time","Some college","No","Less than $10,000","1","0","Democratic","Liberal","Probably yes","Protestantism",2,1,4,2
"ZzZ8tBw4d45QAhrTe",29,"stim5_f_num,stim4_f_num,stim11_t_num,stim14_t_num","stim4_vaccines_false.png","Probabilistic","0",TRUE,"77","78","78",FALSE,FALSE,FALSE,"Male","White, non-Hispanic or Latino","Single, never married","Yes","Excellent","English",80130,"UNITED STATES",25,"Yes, part time","Some college","No","Less than $10,000","1","0","Democratic","Liberal","Probably yes","Protestantism",2,1,4,2
"f3cZkG2RLxhXdJ7wX",34,"stim5_f_num,stim4_f_num,stim11_t_num,stim14_t_num","stim4_vaccines_false.png","Probabilistic","0",TRUE,"58","60","58",FALSE,FALSE,FALSE,"Male","White, non-Hispanic or Latino","Married","Yes","Good","English",2819,"UNITED STATES",44,"No","Some college","Yes, full time","$20,001 - $50,000","3-5","1-2","Independent","Conservative","Probably yes","Protestantism",2,3,4,2
"f3cZkG2RLxhXdJ7wX",34,"stim5_f_num,stim4_f_num,stim11_t_num,stim14_t_num","stim14_health_true.png","Probabilistic","100",FALSE,"100","100","100",TRUE,TRUE,TRUE,"Male","White, non-Hispanic or Latino","Married","Yes","Good","English",2819,"UNITED STATES",44,"No","Some college","Yes, full time","$20,001 - $50,000","3-5","1-2","Independent","Conservative","Probably yes","Protestantism",2,3,4,2
"f3cZkG2RLxhXdJ7wX",34,"stim5_f_num,stim4_f_num,stim11_t_num,stim14_t_num","stim11_politics_true.png","Probabilistic","100",FALSE,"17","20","19",FALSE,FALSE,FALSE,"Male","White, non-Hispanic or Latino","Married","Yes","Good","English",2819,"UNITED STATES",44,"No","Some college","Yes, full time","$20,001 - $50,000","3-5","1-2","Independent","Conservative","Probably yes","Protestantism",2,3,4,2
"bat3L984ttSEDhpkR",40,"stim8_f_num,stim3_f_num,stim10_t_num,stim9_t_num","stim9_politics_true.png","Probabilistic","100",FALSE,"97","94","100",TRUE,TRUE,TRUE,"Female","White, non-Hispanic or Latino","Single, never married","Yes","Good","English",92886,"UNITED STATES",64,"No","Some college","Yes, part time","$50,001- $75,000","1","0","Independent","Moderate","Probably yes","Protestantism",2,4,4,1
"bat3L984ttSEDhpkR",40,"stim8_f_num,stim3_f_num,stim10_t_num,stim9_t_num","stim8_news_false.png","Probabilistic","0",TRUE,"38","68","59",TRUE,FALSE,FALSE,"Female","White, non-Hispanic or Latino","Single, never married","Yes","Good","English",92886,"UNITED STATES",64,"No","Some college","Yes, part time","$50,001- $75,000","1","0","Independent","Moderate","Probably yes","Protestantism",2,4,4,1
"bat3L984ttSEDhpkR",40,"stim8_f_num,stim3_f_num,stim10_t_num,stim9_t_num","stim3_vaccines_false.png","Probabilistic","0",TRUE,"100","82","54",FALSE,FALSE,FALSE,"Female","White, non-Hispanic or Latino","Single, never married","Yes","Good","English",92886,"UNITED STATES",64,"No","Some college","Yes, part time","$50,001- $75,000","1","0","Independent","Moderate","Probably yes","Protestantism",2,4,4,1
"bat3L984ttSEDhpkR",40,"stim8_f_num,stim3_f_num,stim10_t_num,stim9_t_num","stim10_politics_true.png","Probabilistic","100",FALSE,"62","88","97",TRUE,TRUE,TRUE,"Female","White, non-Hispanic or Latino","Single, never married","Yes","Good","English",92886,"UNITED STATES",64,"No","Some college","Yes, part time","$50,001- $75,000","1","0","Independent","Moderate","Probably yes","Protestantism",2,4,4,1
"AxeqBx7J7LFpssSQg",31,"stim8_f_num,stim3_f_num,stim10_t_num,stim9_t_num","stim10_politics_true.png","Probabilistic","100",FALSE,"0","2","0",FALSE,FALSE,FALSE,"Male","Black or African American","Single, never married","Yes","Excellent","English",13905,"UNITED STATES",29,"Yes, part time","Bachelor's degree","","$10,000 - $20,000","1","0","Democratic","Liberal","Definitely not","Atheism",3,2,1,2
"AxeqBx7J7LFpssSQg",31,"stim8_f_num,stim3_f_num,stim10_t_num,stim9_t_num","stim8_news_false.png","Probabilistic","0",TRUE,"10","12","6",TRUE,TRUE,TRUE,"Male","Black or African American","Single, never married","Yes","Excellent","English",13905,"UNITED STATES",29,"Yes, part time","Bachelor's degree","","$10,000 - $20,000","1","0","Democratic","Liberal","Definitely not","Atheism",3,2,1,2
"AxeqBx7J7LFpssSQg",31,"stim8_f_num,stim3_f_num,stim10_t_num,stim9_t_num","stim9_politics_true.png","Probabilistic","100",FALSE,"93","87","86",TRUE,TRUE,TRUE,"Male","Black or African American","Single, never married","Yes","Excellent","English",13905,"UNITED STATES",29,"Yes, part time","Bachelor's degree","","$10,000 - $20,000","1","0","Democratic","Liberal","Definitely not","Atheism",3,2,1,2
"AxeqBx7J7LFpssSQg",31,"stim8_f_num,stim3_f_num,stim10_t_num,stim9_t_num","stim3_vaccines_false.png","Probabilistic","0",TRUE,"0","1","0",TRUE,TRUE,TRUE,"Male","Black or African American","Single, never married","Yes","Excellent","English",13905,"UNITED STATES",29,"Yes, part time","Bachelor's degree","","$10,000 - $20,000","1","0","Democratic","Liberal","Definitely not","Atheism",3,2,1,2
"iDLjZEMo7FMFaFKwH",39,"stim5_f_num,stim4_f_num,stim11_t_num,stim14_t_num","stim14_health_true.png","Probabilistic","100",FALSE,"100","100","100",TRUE,TRUE,TRUE,"Male","White, non-Hispanic or Latino","Married","Yes","Excellent","English",27520,"UNITED STATES",32,"No","Some college","Yes, full time","$20,001 - $50,000","3-5","1-2","Republican","Conservative","Definitely yes","Protestantism",2,3,5,2
"iDLjZEMo7FMFaFKwH",39,"stim5_f_num,stim4_f_num,stim11_t_num,stim14_t_num","stim5_vaccines_false.png","Probabilistic","0",TRUE,"100","100","100",FALSE,FALSE,FALSE,"Male","White, non-Hispanic or Latino","Married","Yes","Excellent","English",27520,"UNITED STATES",32,"No","Some college","Yes, full time","$20,001 - $50,000","3-5","1-2","Republican","Conservative","Definitely yes","Protestantism",2,3,5,2
"iDLjZEMo7FMFaFKwH",39,"stim5_f_num,stim4_f_num,stim11_t_num,stim14_t_num","stim4_vaccines_false.png","Probabilistic","0",TRUE,"0","0","0",TRUE,TRUE,TRUE,"Male","White, non-Hispanic or Latino","Married","Yes","Excellent","English",27520,"UNITED STATES",32,"No","Some college","Yes, full time","$20,001 - $50,000","3-5","1-2","Republican","Conservative","Definitely yes","Protestantism",2,3,5,2
"iDLjZEMo7FMFaFKwH",39,"stim5_f_num,stim4_f_num,stim11_t_num,stim14_t_num","stim11_politics_true.png","Probabilistic","100",FALSE,"19","10","10",FALSE,FALSE,FALSE,"Male","White, non-Hispanic or Latino","Married","Yes","Excellent","English",27520,"UNITED STATES",32,"No","Some college","Yes, full time","$20,001 - $50,000","3-5","1-2","Republican","Conservative","Definitely yes","Protestantism",2,3,5,2
"6joxt2C3vkQ5vZf59",10,"stim5_f_num,stim4_f_num,stim11_t_num,stim14_t_num","stim14_health_true.png","Probabilistic","100",FALSE,"31","27","23",FALSE,FALSE,FALSE,"Male","White, non-Hispanic or Latino","Married","Yes","Excellent","English",71901,"UNITED STATES",50,"No","Bachelor's degree","Yes, part time","$20,001 - $50,000","2","0","Republican","Very conservative","Definitely yes","Protestantism",3,3,5,3
"6joxt2C3vkQ5vZf59",10,"stim5_f_num,stim4_f_num,stim11_t_num,stim14_t_num","stim11_politics_true.png","Probabilistic","100",FALSE,"6","6","4",FALSE,FALSE,FALSE,"Male","White, non-Hispanic or Latino","Married","Yes","Excellent","English",71901,"UNITED STATES",50,"No","Bachelor's degree","Yes, part time","$20,001 - $50,000","2","0","Republican","Very conservative","Definitely yes","Protestantism",3,3,5,3
"PztKp54GbwHrtHZom",7,"stim5_f_num,stim4_f_num,stim11_t_num,stim14_t_num","stim4_vaccines_false.png","Probabilistic","0",TRUE,"11","21","16",TRUE,TRUE,TRUE,"Male","Hispanic or Latino (e.g. Mexican, Puerto Rican, Cuban, etc.)","Married","No","Average","Spanish or Spanish Creole",33172,"venezuela",10,"No","Bachelor's degree","Yes, full time","$75,001-$100,000","2","1-2","Democratic","Liberal","Probably not","Catholicism",3,5,2,2
"PztKp54GbwHrtHZom",7,"stim5_f_num,stim4_f_num,stim11_t_num,stim14_t_num","stim11_politics_true.png","Probabilistic","100",FALSE,"27","31","23",FALSE,FALSE,FALSE,"Male","Hispanic or Latino (e.g. Mexican, Puerto Rican, Cuban, etc.)","Married","No","Average","Spanish or Spanish Creole",33172,"venezuela",10,"No","Bachelor's degree","Yes, full time","$75,001-$100,000","2","1-2","Democratic","Liberal","Probably not","Catholicism",3,5,2,2
"PztKp54GbwHrtHZom",7,"stim5_f_num,stim4_f_num,stim11_t_num,stim14_t_num","stim5_vaccines_false.png","Probabilistic","0",TRUE,"69","85","81",FALSE,FALSE,FALSE,"Male","Hispanic or Latino (e.g. Mexican, Puerto Rican, Cuban, etc.)","Married","No","Average","Spanish or Spanish Creole",33172,"venezuela",10,"No","Bachelor's degree","Yes, full time","$75,001-$100,000","2","1-2","Democratic","Liberal","Probably not","Catholicism",3,5,2,2
"PztKp54GbwHrtHZom",7,"stim5_f_num,stim4_f_num,stim11_t_num,stim14_t_num","stim14_health_true.png","Probabilistic","100",FALSE,"52","62","65",TRUE,TRUE,TRUE,"Male","Hispanic or Latino (e.g. Mexican, Puerto Rican, Cuban, etc.)","Married","No","Average","Spanish or Spanish Creole",33172,"venezuela",10,"No","Bachelor's degree","Yes, full time","$75,001-$100,000","2","1-2","Democratic","Liberal","Probably not","Catholicism",3,5,2,2
"t6BDru9WtFJRGpLjj",40,"stim8_f_num,stim3_f_num,stim10_t_num,stim9_t_num","stim3_vaccines_false.png","Probabilistic","0",TRUE,"32","31","31",TRUE,TRUE,TRUE,"Male","White, non-Hispanic or Latino","Married","Yes","Excellent","English",81226,"UNITED STATES",46,"No","Some college","Yes, full time","$20,001 - $50,000","3-5","1-2","Republican","Conservative","Probably yes","I do not identify with any of these",2,3,4,2
"t6BDru9WtFJRGpLjj",40,"stim8_f_num,stim3_f_num,stim10_t_num,stim9_t_num","stim9_politics_true.png","Probabilistic","100",FALSE,"5","5","5",FALSE,FALSE,FALSE,"Male","White, non-Hispanic or Latino","Married","Yes","Excellent","English",81226,"UNITED STATES",46,"No","Some college","Yes, full time","$20,001 - $50,000","3-5","1-2","Republican","Conservative","Probably yes","I do not identify with any of these",2,3,4,2
"t6BDru9WtFJRGpLjj",40,"stim8_f_num,stim3_f_num,stim10_t_num,stim9_t_num","stim8_news_false.png","Probabilistic","0",TRUE,"28","23","28",TRUE,TRUE,TRUE,"Male","White, non-Hispanic or Latino","Married","Yes","Excellent","English",81226,"UNITED STATES",46,"No","Some college","Yes, full time","$20,001 - $50,000","3-5","1-2","Republican","Conservative","Probably yes","I do not identify with any of these",2,3,4,2
"t6BDru9WtFJRGpLjj",40,"stim8_f_num,stim3_f_num,stim10_t_num,stim9_t_num","stim10_politics_true.png","Probabilistic","100",FALSE,"95","97","97",TRUE,TRUE,TRUE,"Male","White, non-Hispanic or Latino","Married","Yes","Excellent","English",81226,"UNITED STATES",46,"No","Some college","Yes, full time","$20,001 - $50,000","3-5","1-2","Republican","Conservative","Probably yes","I do not identify with any of these",2,3,4,2
"7iQ7pK6efvrMR6CmQ",6,"stim1_f_num,stim6_f_num,stim13_t_num,stim18_t_num","stim1_false_political.png","Probabilistic","0",TRUE,"37","45","35",TRUE,TRUE,TRUE,"Female","Hispanic or Latino (e.g. Mexican, Puerto Rican, Cuban, etc.)","Single, never married","Yes","Excellent","English",77090,"UNITED STATES",51,"No","Some college","No","$10,000 - $20,000","2","0","Democratic","Moderate","Definitely yes","Catholicism",2,2,5,1
"7iQ7pK6efvrMR6CmQ",6,"stim1_f_num,stim6_f_num,stim13_t_num,stim18_t_num","stim6_political_false.png","Probabilistic","0",TRUE,"27","43","42",TRUE,TRUE,TRUE,"Female","Hispanic or Latino (e.g. Mexican, Puerto Rican, Cuban, etc.)","Single, never married","Yes","Excellent","English",77090,"UNITED STATES",51,"No","Some college","No","$10,000 - $20,000","2","0","Democratic","Moderate","Definitely yes","Catholicism",2,2,5,1
"7iQ7pK6efvrMR6CmQ",6,"stim1_f_num,stim6_f_num,stim13_t_num,stim18_t_num","stim13_economics_true.png","Probabilistic","100",FALSE,"25","30","46",FALSE,FALSE,FALSE,"Female","Hispanic or Latino (e.g. Mexican, Puerto Rican, Cuban, etc.)","Single, never married","Yes","Excellent","English",77090,"UNITED STATES",51,"No","Some college","No","$10,000 - $20,000","2","0","Democratic","Moderate","Definitely yes","Catholicism",2,2,5,1
"7iQ7pK6efvrMR6CmQ",6,"stim1_f_num,stim6_f_num,stim13_t_num,stim18_t_num","stim18_terrorism_true.png","Probabilistic","100",FALSE,"45","50","50",FALSE,FALSE,FALSE,"Female","Hispanic or Latino (e.g. Mexican, Puerto Rican, Cuban, etc.)","Single, never married","Yes","Excellent","English",77090,"UNITED STATES",51,"No","Some college","No","$10,000 - $20,000","2","0","Democratic","Moderate","Definitely yes","Catholicism",2,2,5,1
"kMayYaPBqyNhA5Exg",6,"stim1_f_num,stim6_f_num,stim13_t_num,stim18_t_num","stim6_political_false.png","Probabilistic","0",TRUE,"0","0","0",TRUE,TRUE,TRUE,"Female","Black or African American","Living with partner","Yes","Excellent","English",60087,"UNITED STATES",25,"No","Some college","No","$20,001 - $50,000","3-5","1-2","Democratic","Moderate","Probably not","Protestantism",2,3,2,1
"kMayYaPBqyNhA5Exg",6,"stim1_f_num,stim6_f_num,stim13_t_num,stim18_t_num","stim1_false_political.png","Probabilistic","0",TRUE,"0","0","9",TRUE,TRUE,TRUE,"Female","Black or African American","Living with partner","Yes","Excellent","English",60087,"UNITED STATES",25,"No","Some college","No","$20,001 - $50,000","3-5","1-2","Democratic","Moderate","Probably not","Protestantism",2,3,2,1
"kMayYaPBqyNhA5Exg",6,"stim1_f_num,stim6_f_num,stim13_t_num,stim18_t_num","stim18_terrorism_true.png","Probabilistic","100",FALSE,"18","52","56",FALSE,TRUE,TRUE,"Female","Black or African American","Living with partner","Yes","Excellent","English",60087,"UNITED STATES",25,"No","Some college","No","$20,001 - $50,000","3-5","1-2","Democratic","Moderate","Probably not","Protestantism",2,3,2,1
"kMayYaPBqyNhA5Exg",6,"stim1_f_num,stim6_f_num,stim13_t_num,stim18_t_num","stim13_economics_true.png","Probabilistic","100",FALSE,"9","42","45",FALSE,FALSE,FALSE,"Female","Black or African American","Living with partner","Yes","Excellent","English",60087,"UNITED STATES",25,"No","Some college","No","$20,001 - $50,000","3-5","1-2","Democratic","Moderate","Probably not","Protestantism",2,3,2,1
"bkP2W8ceoEpBcf6yg",29,"stim5_f_num,stim4_f_num,stim11_t_num,stim14_t_num","stim11_politics_true.png","Probabilistic","100",FALSE,"1","2","1",FALSE,FALSE,FALSE,"Female","White, non-Hispanic or Latino","Married","Yes","Excellent","English",46166,"UNITED STATES",43,"No","Professional degree (e.g. JD, MD)","Yes, full time","$150,001-$250,000","More than 5","1-2","Republican","Conservative","Probably yes","Protestantism",5,7,4,2
"bkP2W8ceoEpBcf6yg",29,"stim5_f_num,stim4_f_num,stim11_t_num,stim14_t_num","stim14_health_true.png","Probabilistic","100",FALSE,"84","76","75",TRUE,TRUE,TRUE,"Female","White, non-Hispanic or Latino","Married","Yes","Excellent","English",46166,"UNITED STATES",43,"No","Professional degree (e.g. JD, MD)","Yes, full time","$150,001-$250,000","More than 5","1-2","Republican","Conservative","Probably yes","Protestantism",5,7,4,2
"bkP2W8ceoEpBcf6yg",29,"stim5_f_num,stim4_f_num,stim11_t_num,stim14_t_num","stim5_vaccines_false.png","Probabilistic","0",TRUE,"90","88","90",FALSE,FALSE,FALSE,"Female","White, non-Hispanic or Latino","Married","Yes","Excellent","English",46166,"UNITED STATES",43,"No","Professional degree (e.g. JD, MD)","Yes, full time","$150,001-$250,000","More than 5","1-2","Republican","Conservative","Probably yes","Protestantism",5,7,4,2
"hTHPdxmakqktyiMJP",8,"stim1_f_num,stim6_f_num,stim13_t_num,stim18_t_num","stim18_terrorism_true.png","Probabilistic","100",FALSE,"100","99","99",TRUE,TRUE,TRUE,"Male","Asian Pacific or South-East Asian (e.g. Japanese, Korean, Chinese, Thai, Vietnamese, etc.)","Single, never married","Yes","Excellent","English",34711,"UNITED STATES",19,"Yes, full time","Some college","No","$100,001 - $150,000","3-5","0","Independent","Moderate","Definitely not","Atheism",2,6,1,1
"hTHPdxmakqktyiMJP",8,"stim1_f_num,stim6_f_num,stim13_t_num,stim18_t_num","stim13_economics_true.png","Probabilistic","100",FALSE,"70","80","80",TRUE,TRUE,TRUE,"Male","Asian Pacific or South-East Asian (e.g. Japanese, Korean, Chinese, Thai, Vietnamese, etc.)","Single, never married","Yes","Excellent","English",34711,"UNITED STATES",19,"Yes, full time","Some college","No","$100,001 - $150,000","3-5","0","Independent","Moderate","Definitely not","Atheism",2,6,1,1
"hTHPdxmakqktyiMJP",8,"stim1_f_num,stim6_f_num,stim13_t_num,stim18_t_num","stim6_political_false.png","Probabilistic","0",TRUE,"66","30","15",FALSE,TRUE,TRUE,"Male","Asian Pacific or South-East Asian (e.g. Japanese, Korean, Chinese, Thai, Vietnamese, etc.)","Single, never married","Yes","Excellent","English",34711,"UNITED STATES",19,"Yes, full time","Some college","No","$100,001 - $150,000","3-5","0","Independent","Moderate","Definitely not","Atheism",2,6,1,1
"hTHPdxmakqktyiMJP",8,"stim1_f_num,stim6_f_num,stim13_t_num,stim18_t_num","stim1_false_political.png","Probabilistic","0",TRUE,"51","40","22",FALSE,TRUE,TRUE,"Male","Asian Pacific or South-East Asian (e.g. Japanese, Korean, Chinese, Thai, Vietnamese, etc.)","Single, never married","Yes","Excellent","English",34711,"UNITED STATES",19,"Yes, full time","Some college","No","$100,001 - $150,000","3-5","0","Independent","Moderate","Definitely not","Atheism",2,6,1,1
"avCqE9Jkaw2yQ3FuA",18,"stim8_f_num,stim3_f_num,stim10_t_num,stim9_t_num","stim8_news_false.png","Probabilistic","0",TRUE,"52","63","90",FALSE,FALSE,FALSE,"Male","White, non-Hispanic or Latino","Living with partner","Yes","Excellent","English",60647,"UNITED STATES",32,"No","Bachelor's degree","Yes, full time","$50,001- $75,000","2","0","Democratic","Very liberal","Definitely not","Atheism",3,4,1,3
"avCqE9Jkaw2yQ3FuA",18,"stim8_f_num,stim3_f_num,stim10_t_num,stim9_t_num","stim3_vaccines_false.png","Probabilistic","0",TRUE,"52","38","26",FALSE,TRUE,TRUE,"Male","White, non-Hispanic or Latino","Living with partner","Yes","Excellent","English",60647,"UNITED STATES",32,"No","Bachelor's degree","Yes, full time","$50,001- $75,000","2","0","Democratic","Very liberal","Definitely not","Atheism",3,4,1,3
"avCqE9Jkaw2yQ3FuA",18,"stim8_f_num,stim3_f_num,stim10_t_num,stim9_t_num","stim10_politics_true.png","Probabilistic","100",FALSE,"20","8","6",FALSE,FALSE,FALSE,"Male","White, non-Hispanic or Latino","Living with partner","Yes","Excellent","English",60647,"UNITED STATES",32,"No","Bachelor's degree","Yes, full time","$50,001- $75,000","2","0","Democratic","Very liberal","Definitely not","Atheism",3,4,1,3
"avCqE9Jkaw2yQ3FuA",18,"stim8_f_num,stim3_f_num,stim10_t_num,stim9_t_num","stim9_politics_true.png","Probabilistic","100",FALSE,"72","79","81",TRUE,TRUE,TRUE,"Male","White, non-Hispanic or Latino","Living with partner","Yes","Excellent","English",60647,"UNITED STATES",32,"No","Bachelor's degree","Yes, full time","$50,001- $75,000","2","0","Democratic","Very liberal","Definitely not","Atheism",3,4,1,3
"mGwBgfesd8vX53XSX",18,"stim8_f_num,stim3_f_num,stim10_t_num,stim9_t_num","stim9_politics_true.png","Probabilistic","100",FALSE,"85","80","90",TRUE,TRUE,TRUE,"Female","White, non-Hispanic or Latino","Single, never married","Yes","Excellent","English",57301,"UNITED STATES",38,"No","Bachelor's degree","Yes, full time","$50,001- $75,000","3-5","0","Democratic","Liberal","Might or might not","Catholicism",3,4,3,2
"mGwBgfesd8vX53XSX",18,"stim8_f_num,stim3_f_num,stim10_t_num,stim9_t_num","stim3_vaccines_false.png","Probabilistic","0",TRUE,"10","10","10",TRUE,TRUE,TRUE,"Female","White, non-Hispanic or Latino","Single, never married","Yes","Excellent","English",57301,"UNITED STATES",38,"No","Bachelor's degree","Yes, full time","$50,001- $75,000","3-5","0","Democratic","Liberal","Might or might not","Catholicism",3,4,3,2
"mGwBgfesd8vX53XSX",18,"stim8_f_num,stim3_f_num,stim10_t_num,stim9_t_num","stim10_politics_true.png","Probabilistic","100",FALSE,"0","0","0",FALSE,FALSE,FALSE,"Female","White, non-Hispanic or Latino","Single, never married","Yes","Excellent","English",57301,"UNITED STATES",38,"No","Bachelor's degree","Yes, full time","$50,001- $75,000","3-5","0","Democratic","Liberal","Might or might not","Catholicism",3,4,3,2
"mGwBgfesd8vX53XSX",18,"stim8_f_num,stim3_f_num,stim10_t_num,stim9_t_num","stim8_news_false.png","Probabilistic","0",TRUE,"70","55","66",FALSE,FALSE,FALSE,"Female","White, non-Hispanic or Latino","Single, never married","Yes","Excellent","English",57301,"UNITED STATES",38,"No","Bachelor's degree","Yes, full time","$50,001- $75,000","3-5","0","Democratic","Liberal","Might or might not","Catholicism",3,4,3,2
"wTBGMW37yL4vwcuEb",46,"stim1_f_num,stim6_f_num,stim13_t_num,stim18_t_num","stim1_false_political.png","Probabilistic","0",TRUE,"37","24","30",TRUE,TRUE,TRUE,"Male","White, non-Hispanic or Latino","Living with partner","Yes","Excellent","English",48092,"UNITED STATES",31,"No","Some college","Yes, full time","$75,001-$100,000","2","0","Republican","Conservative","Definitely yes","Catholicism",2,5,5,2
"wTBGMW37yL4vwcuEb",46,"stim1_f_num,stim6_f_num,stim13_t_num,stim18_t_num","stim6_political_false.png","Probabilistic","0",TRUE,"36","20","21",TRUE,TRUE,TRUE,"Male","White, non-Hispanic or Latino","Living with partner","Yes","Excellent","English",48092,"UNITED STATES",31,"No","Some college","Yes, full time","$75,001-$100,000","2","0","Republican","Conservative","Definitely yes","Catholicism",2,5,5,2
"wTBGMW37yL4vwcuEb",46,"stim1_f_num,stim6_f_num,stim13_t_num,stim18_t_num","stim13_economics_true.png","Probabilistic","100",FALSE,"23","19","27",FALSE,FALSE,FALSE,"Male","White, non-Hispanic or Latino","Living with partner","Yes","Excellent","English",48092,"UNITED STATES",31,"No","Some college","Yes, full time","$75,001-$100,000","2","0","Republican","Conservative","Definitely yes","Catholicism",2,5,5,2
"wTBGMW37yL4vwcuEb",46,"stim1_f_num,stim6_f_num,stim13_t_num,stim18_t_num","stim18_terrorism_true.png","Probabilistic","100",FALSE,"40","35","46",FALSE,FALSE,FALSE,"Male","White, non-Hispanic or Latino","Living with partner","Yes","Excellent","English",48092,"UNITED STATES",31,"No","Some college","Yes, full time","$75,001-$100,000","2","0","Republican","Conservative","Definitely yes","Catholicism",2,5,5,2
"CZKPQJWTaEeZwog42",48,"stim1_f_num,stim6_f_num,stim13_t_num,stim18_t_num","stim18_terrorism_true.png","Probabilistic","100",FALSE,"54","62","60",TRUE,TRUE,TRUE,"Female","White, non-Hispanic or Latino","Divorced","Yes","Excellent","English",19454,"UNITED STATES",69,"No","Some college","Yes, full time","$20,001 - $50,000","1","0","Independent","Moderate","Might or might not","I do not identify with any of these",2,3,3,1
"CZKPQJWTaEeZwog42",48,"stim1_f_num,stim6_f_num,stim13_t_num,stim18_t_num","stim1_false_political.png","Probabilistic","0",TRUE,"7","0","0",TRUE,TRUE,TRUE,"Female","White, non-Hispanic or Latino","Divorced","Yes","Excellent","English",19454,"UNITED STATES",69,"No","Some college","Yes, full time","$20,001 - $50,000","1","0","Independent","Moderate","Might or might not","I do not identify with any of these",2,3,3,1
"CZKPQJWTaEeZwog42",48,"stim1_f_num,stim6_f_num,stim13_t_num,stim18_t_num","stim6_political_false.png","Probabilistic","0",TRUE,"0","0","0",TRUE,TRUE,TRUE,"Female","White, non-Hispanic or Latino","Divorced","Yes","Excellent","English",19454,"UNITED STATES",69,"No","Some college","Yes, full time","$20,001 - $50,000","1","0","Independent","Moderate","Might or might not","I do not identify with any of these",2,3,3,1
"CZKPQJWTaEeZwog42",48,"stim1_f_num,stim6_f_num,stim13_t_num,stim18_t_num","stim13_economics_true.png","Probabilistic","100",FALSE,"0","0","0",FALSE,FALSE,FALSE,"Female","White, non-Hispanic or Latino","Divorced","Yes","Excellent","English",19454,"UNITED STATES",69,"No","Some college","Yes, full time","$20,001 - $50,000","1","0","Independent","Moderate","Might or might not","I do not identify with any of these",2,3,3,1
